conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,hydroloog,released,hydrogeologe | geohydrologe | raadgevend hydrogeoloog | hydrogeologisch adviseur | geohydrologisch adviseur | raadgevend hydrogeologe | hydrogeoloog | hydrologe | hydrobiologe | hydrobioloog | oppervlaktehydrologe | geohyrdoloog | oppervlaktehydroloog | ingenieur-hydroloog | deskundige wateranalyse,"Hydrologen onderzoeken en bestuderen de kwaliteit, de huidige uitdagingen en de verspreiding van water in de aarde. Zij bestuderen de watervoorziening van rivieren, beken en bronnen om het juiste en duurzame gebruik ervan te bepalen. Samen met een multidisciplinair team van professionals plannen en ontwikkelen zij de wijze waarop water kan worden geleverd aan steden en stedelijke gebieden, terwijl tegelijkertijd de efficiëntie en de instandhouding van hulpbronnen worden gewaarborgd.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geoloog
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,veterinair wetenschapper,released,,"Veterinaire wetenschappers ontwikkelen en onderzoeken diermodellen, vergelijken fundamentele biologie bij verschillende dieren en vertalen onderzoeksresultaten naar verschillende diersoorten, waaronder de mens.",http://data.europa.eu/esco/isco/C2250,Dierenartsen
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,docent farmaceutische wetenschappen hoger onderwijs,released,lector farmaceutische wetenschappen | docente farmacie hoger onderwijs | docente farmaceutische wetenschappen hoger onderwijs | lector farmacie | docent farmacie hoger onderwijs,"De docenten van de apotheek zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, farmacie, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het leiden van laboratoriumpraktijken, het sorteren van papiersoorten en examens, en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook wetenschappelijk onderzoek uit op hun apothekersgebied, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analytisch scheikundige,released,analytisch chemicus | kristallograaf | analytisch laborant scheikunde | specialist in kristallografie | kristallografe,"Analytisch scheikundigen onderzoeken en beschrijven de chemische samenstelling van stoffen. Bovendien trekken zij conclusies over het gedrag van dergelijke stoffen onder verschillende omstandigheden. Analytisch scheikundigen spelen een belangrijke rol bij het onderzoeken van het verband tussen chemie en milieu, voedsel, brandstoffen en geneesmiddelen. Zij maken gebruik van een scala aan technieken zoals elektrochromatografie, gas- en hogedrukvloeistofchromatografie en spectroscopie.
	",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,scheikundige
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,sterrenkundige,released,astrofysicus | wetenschapster in de astronomie | wetenschappelijk onderzoeker astronomie | astronoom | wetenschappelijk onderzoekster astronomie | wetenschapper in de astronomie | astronome | astrometroloog | onderzoeker in de astronomie | onderzoekster in de astronomie | onderzoeker astronomie | astrometrologe | onderzoekster astronomie,"Sterrenkundigen onderzoeken de vorming, structuren, eigenschappen en ontwikkeling van hemellichamen en interstellaire materie. Zij gebruiken apparatuur op de grond en in de ruimte gestationeerde apparatuur om gegevens te verzamelen over de ruimte voor onderzoeksdoeleinden.",http://data.europa.eu/esco/isco/C2111,Natuurkundigen en astronomen
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,docent natuurkunde hoger onderwijs,released,lector natuurkunde | docent fysica hoger onderwijs | lector fysica | docente fysica hoger onderwijs | docente natuurkunde hoger onderwijs,"Docenten op het gebied van de fysica zijn docenten, docenten of docenten die de studenten die een diploma hoger middelbaar onderwijs hebben behaald, instrueren in hun eigen gespecialiseerde studiegebied, natuurkunde, overwegend academisch onderwijs. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het leiden van laboratoriumpraktijken, het sorteren van papiersoorten en examens, en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun gebied van fysica, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,onderwijsonderzoeker,released,onderwijspedagoog | onderwijsonderzoekster | onderzoekster onderwijsbeleid | onderzoeker onderwijsbeleid | onderwijspedagoge | onderzoeker onderwijsinnovatie | onderzoekster onderwijsinnovatie,"Onderzoek verricht onderzoek op het gebied van onderwijs. Zij streven ernaar de kennis over de werking van het onderwijs, de onderwijsstelsels en de werkzaamheden van personen (leerkrachten en lerenden) uit te breiden. Zij verwachten verbeteringen en ontwikkelen plannen voor de invoering van innovaties. Zij adviseren wetgevers en beleidsmakers over onderwijskwesties en helpen bij de planning van het onderwijsbeleid.",http://data.europa.eu/esco/isco/C2351,Specialisten op het gebied van onderwijsmethoden
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,universitair onderzoeksassistent,released,onderzoeksassistent | assistente in opleiding | aio | assistent in opleiding | universitair onderzoeksassistente | onderzoeksassistente,"Universitair onderzoeksassistenten voeren academisch onderzoek uit voor de universiteit of het college waar ze werken. Zij kunnen professoren assisteren, hun supervisor, bij hun onderzoek of hun eigen onderzoek opzetten in het vakgebied van die professor.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,docent biologie hoger onderwijs,released,docente biologie hoger onderwijs | lector biologie,"Biologiedocenten zijn docenten, docenten of docenten die de studenten die een diploma hoger middelbaar onderwijs hebben behaald, instrueren in hun eigen gespecialiseerde studiegebied, biologie. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten bij het voorbereiden van colleges en examens, leiden van laboratoriumpraktijken, sorteren van papiersoorten en examens en leiden van beoordelingssessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun gebied van de biologie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,docent pedagogische wetenschappen hoger onderwijs,released,lector pedagogische wetenschappen | lector onderwijskunde | lector pedagogiek | docent pedagogiek hoger onderwijs | docente pedagogiek hoger onderwijs | docente pedagogische wetenschappen hoger onderwijs | docente onderwijskunde hoger onderwijs | docent onderwijskunde hoger onderwijs,"Docenten in het onderwijs zijn professoren, leraren en docenten die studenten die een diploma hoger secundair onderwijs hebben behaald, instrueren in hun eigen gespecialiseerde studiegebied, onderwijsstudies, zodat zij zelf leraren kunnen worden. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en examens, en leiden tot toetsings- en feedbacksessies voor de studenten.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,geneticus,released,medisch geneticus | klinisch embryoloog | medisch specialist klinische genetica | klinisch geneticus | embryoloog | moleculair biologisch analist | moleculair bioloog | adviseur genetica | plantengeneticus | embryologe | technicus in de cytologie | laboratoriumingenieur moleculaire biologie | moleculair biologe | routine analist moleculaire biologie | cytologisch analist | medisch specialist embryologie | research analist moleculaire biologie | cytoloog | cytologe,"Genetici bestuderen en concentreren hun onderzoek op genetica. Zij analyseren de wijze waarop genen interageren, functioneren en trekken en kenmerken erven. Op basis van hun onderzoek behandelen zij patiënten met erfelijke ziekten en aandoeningen, aangeboren afwijkingen en genetische aangelegenheden in het algemeen.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,docent kunstwetenschappen hoger onderwijs,released,lector kunstwetenschappen | docente kunstwetenschappen hoger onderwijs,"Docenten, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, kunststudies, die overwegend academisch van aard zijn, zijn docenten en docenten die docenten die een diploma hoger secundair onderwijs hebben behaald. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en examens, en leiden tot toetsings- en feedbacksessies voor de studenten. Zij voeren ook wetenschappelijk onderzoek uit op het gebied van kunststudies, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs,released,docente hoger onderwijs | lector,"Docenten van het hoger onderwijs geven studenten die een diploma hoger secundair onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, overwegend academisch onderwijs. Zij kunnen een functie bekleden als hoofddocent of hoogleraar. Zij werken samen met hun onderwijs- en onderzoeksassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens, voor het leiden van laboratoriumpraktijken, en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook wetenschappelijk onderzoek uit op hun vakgebied, publiceren hun bevindingen en onderhouden contacten met hun academische collega’s.",http://data.europa.eu/esco/isco/C2310,Professoren en andere onderwijsgevenden in het hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bio-informaticus,released,"bio-informaticus studies, onderzoek en ontwikkeling","Bio-informatici analyseren biologische processen met behulp van computerprogramma’s. Zij onderhouden of bouwen databanken die biologische informatie bevatten. Bio-informatici verzamelen en analyseren biologische gegevens en kunnen ook wetenschappers helpen op verschillende gebieden, onder meer op het gebied van biotechnologie en farmaceutische middelen. Zij voeren wetenschappelijk onderzoek en statistische analyses uit en brengen verslag uit over hun bevindingen. Bio-informatici kunnen ook DNA-monsters verzamelen, gegevenspatronen ontdekken en genetisch onderzoek verrichten.",http://data.europa.eu/esco/isco/C2131,"Biologen, botanici, zoölogen e.d."
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,aquacultuurbioloog,released,aquacultuurexpert,"Aquacultuurbiologen passen kennis toe van onderzoek over waterdieren en -planten en hun interactie met elkaar en het milieu, teneinde de aquacultuurproductie te verbeteren, diergezondheids- en milieuproblemen te voorkomen en zo nodig oplossingen te bieden.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,communicatiewetenschapper,released,wetenschappelijk onderzoeker communicatie,"Communicatiewetenschappers onderzoeken de verschillende aspecten van het plannen, verzamelen, creëren, ordenen, bewaren, gebruiken, evalueren en uitwisselen van informatie via verbale of non-verbale communicatie. Zij bestuderen de interacties tussen groepen, individuen en tussen individuen en technologieën (robots).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropoloog
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,wetenschappelijk onderzoeker godsdienstwetenschappen,released,godsdienstwetenschapper,"Wetenschappelijk onderzoekers godsdienstwetenschappen bestuderen concepten die verband houden met religies, overtuigingen en spiritualiteit. Zij passen rationaliteit toe bij het nastreven van moraliteit en ethiek door heilige geschriften, religie, discipline en het goddelijke recht te bestuderen.",http://data.europa.eu/esco/isco/C2636,Theologen en bedienaars van de eredienst
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochemicus,released,biotechnoloog | biotechnologe | wetenschappelijk onderzoekster biochemie | wetenschappelijk onderzoeker biochemie,Biochemici bestuderen en doen onderzoek naar de reacties van chemische stoffen in levende organismen. Hieronder valt ook het verrichten van onderzoek voor de ontwikkeling of verbetering van producten op basis van chemische stoffen (bijv. geneesmiddelen) om de gezondheid van levende organismen te verbeteren en hun reacties beter te begrijpen.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,it research consultant,released,IT research consultant | ICT research consultant,"IT research consultants voeren gericht ICT-onderzoek uit en leveren een eindrapport aan de klant. Ook gebruiken zij ICT-tools om vragenlijsten voor enquêtes te ontwerpen, de resultaten te analyseren, rapporten te schrijven, de resultaten te presenteren en aanbevelingen te doen op basis van de onderzoeksbevindingen.",http://data.europa.eu/esco/isco/C2511,Systeemanalisten
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,huisarts,released,,"Huisartsen bevorderen gezondheid, voorkomen, opsporen van ziekte, diagnosticeren en behandelen ziekten en bevorderen de terugwinning van lichamelijke en geestelijke aandoeningen en alle soorten ziekten voor iedereen, ongeacht hun leeftijd, geslacht of gezondheidsprobleem.",http://data.europa.eu/esco/isco/C2211,Huisartsen
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,wiskundige,released,universitair docent mathematische logica | mathematicus | wetenschappelijk onderzoeker wiskunde | wetenschappelijk onderzoekster wiskunde,"Wiskundigen bestuderen en verdiepen bestaande wiskundige theorieën om de kennis uit te breiden en nieuwe paradigma’s te vinden op dit gebied. Zij kunnen deze kennis toepassen op uitdagingen in technische en wetenschappelijke projecten om ervoor te zorgen dat metingen, hoeveelheden en wiskundige wetten hun levensvatbaarheid aantonen.",http://data.europa.eu/esco/isco/C2120,"Wiskundigen, actuarissen en statistici"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,manager onderzoek en ontwikkeling,released,projectleidster R & D | verantwoordelijke onderzoek en ontwikkeling | hoofd R & D | hoofd research and development | projectleidster O & O | projectleider R & D | projectleider O & O | projectverantwoordelijke onderzoek en ontwikkeling,"Managers op het gebied van onderzoek en ontwikkeling coördineren de inspanningen van wetenschappers, academische onderzoekers, productontwikkelaars en marktonderzoekers voor de ontwikkeling van nieuwe producten, de verbetering van bestaande producten of andere onderzoeksactiviteiten, met inbegrip van wetenschappelijk onderzoek. Zij beheren en plannen de onderzoeks- en ontwikkelingsactiviteiten van een organisatie, stellen doelstellingen en begrotingsvereisten vast en beheren het personeel.",http://data.europa.eu/esco/isco/C1223,Leidinggevende functies op het gebied van speur- en ontwikkelingswerk
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,ingenieur fotonica,released,fotonica-ingenieur | ingenieur lichttechniek | lichttechnisch ingenieur | burgerlijk ingenieur fotonica,"Fotonica-ingenieurs houden zich bezig met de productie, transmissie, transformatie en detectie van licht. Zij verrichten onderzoek, ontwerpen, assembleren, testen en gebruiken fotonische componenten of systemen op verschillende toepassingsgebieden, van optische communicatie tot medische instrumenten, materiaalverwerking of detectietechnologie.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optisch ingenieur
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,ingenieur elektromechanica,released,elektrotechnisch ingenieur | ingenieur elektrotechniek | industrieel ingenieur elektromechanica | elektromechanisch ingenieur | burgerlijk ingenieur elektromechanica,"Elektromechanisch ingenieurs ontwerpen en ontwikkelen apparatuur en machines die zowel elektrische als mechanische technologie gebruiken. Zij maken schetsen en stellen documenten op over de materiaalvereisten, het assemblageproces en andere technische specificaties. Elektromechanisch ingenieurs testen en evalueren ook de prototypen. Zij zien toe op het productieproces.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,ingenieur elektriciteit
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,apotheker,released,farmaceutisch vakman apotheek | officiene apotheker | openbaar apoteker | bereider farmaceutische producten | farmaceut | officina-apotheker | openbaar apotekeres | officiene apothekeres | apotheker-bereider | apothekeres | officina-apothekeres | farmaceutisch bereider | farmaceute,"Apothekers bereiden, ontslaan en verstrekken voorschriften voor, over de contramedicatie. Zij bieden klinische informatie over geneesmiddelen, meldingen van vermoedelijke bijwerkingen en verstrekken gepersonaliseerde ondersteuning aan patiënten. Apothekers formuleren en testen geneesmiddelen in laboratoria en bewaren, bewaren en verspreiden deze.",http://data.europa.eu/esco/isco/C2262,Apothekers
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,docent psychologie hoger onderwijs,released,lector psychologie | docente psychologie hoger onderwijs,"De docenten van de psychologie zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, psychologie, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit op hun vakgebied psychologie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,ingenieur microsystemen,released,microsysteemingenieur,"Ingenieurs op het gebied van microsystemen onderzoeken, ontwerpen, ontwikkelen en houden toezicht op de productie van micro-elektromechanische systemen (MEMS), die kunnen worden geïntegreerd in mechanische, optische, akoestische en elektronische producten.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronica-ingenieur
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,natuurkundige,released,geofysicus | lasertechnoloog | stralingsfysicus | wetenschappelijk onderzoeker natuurkunde | deeltjesfysicus | astrofysicus | ingenieur-geofysicus | klinisch fysicus | laserengineer | medisch stralingsfysicus | technisch natuurkundige | gezondheidsfysicus | rekenaar-geofysicus | medisch radiofysicus | biofysicus | econofysicus | medisch specialist klinische fysica | wetenschappelijk onderzoekster natuurkunde | leerkracht fysica | technicus-fysicus | weteschappelijk onderzoeker technische natuurkunde | fysicus | kernfysicus | interpretatief geofysicus | laserfysicus | petrofysicus,"Natuurkundigen zijn wetenschappers die fysieke verschijnselen bestuderen. Zij richten hun onderzoek op hun specialisatie, die kan variëren van deeltjesfysica tot het bestuderen van de verschijnselen in het heelal. Zij passen hun bevindingen ter verbetering van de maatschappij toe door bij te dragen aan de ontwikkeling van de energievoorziening, de behandeling van ziekten, de ontwikkeling van spellen, geavanceerde apparatuur en voorwerpen voor dagelijks gebruik.",http://data.europa.eu/esco/isco/C2111,Natuurkundigen en astronomen
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontoloog,released,ichnoloog | paleo-ecologist | paleo-ichnoloog | paleontologe | paleo-ichnologe | micropaleontologe | paleo-ecologisch onderzoeker | paleoecologist | micropaleontoloog | paleo-ecologisch onderzoekster | ichnologe,"Paleontologen onderzoeken en analyseren de levensvormen die in de oudheid van de planeet aarde bestonden. Zij streven ernaar het evolutionaire traject en de interactie met verschillende geologische gebieden te definiëren van allerlei soorten organismen en planten, pollen en sporen, ongewervelde en gewervelde dieren, mensen, sporen zoals voetafdrukken, en ecologie en het klimaat.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geoloog
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineraloog,released,wetenschappelijk onderzoeker mineralogie | wetenschappelijk onderzoekster mineralogie | mineraloge,"Mineralogen bestuderen de samenstelling, structuur en andere fysieke aspecten van de aarde. Zij analyseren verschillende mineralen en gebruiken wetenschappelijke apparatuur om de structuur en eigenschappen ervan te bepalen. Hun werk is vooral gericht op de indeling en identificatie van mineralen door het nemen van monsters en het uitvoeren van verdere tests, analyses en onderzoeken.",http://data.europa.eu/esco/isco/C2114,Geologen en geofysici
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ecoloog,released,ecologe | paleo-ecoloog | paleo-ecologe,"Ecologen voeren beoordelingen uit van de gezondheid en de verspreiding van organismen, namelijk mensen, planten en dieren, en de relatie tussen organismen en hun omgeving. Ecologen hebben doorgaans een specialisatiegebied, bijvoorbeeld zoet water, mariene gebieden, terrestrische gebieden, fauna en flora, in verband waarmee zij onderzoek verrichten en hun taken uitvoeren. ",http://data.europa.eu/esco/isco/C2133,Milieudeskundigen
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,docent ruimtewetenschap hoger onderwijs,released,docente ruimtevaarttechniek hoger onderwijs | docent ruimtevaart hoger onderwijs | docente ruimtewetenschap hoger onderwijs | lector ruimtevaarttechniek | lector ruimtevaart | docente ruimtevaart hoger onderwijs | docent ruimtevaarttechniek hoger onderwijs | lector ruimtewetenschap,"Docenten op het gebied van ruimtewetenschappen zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger secundair onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, ruimtewetenschap, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en leiden van beoordelingssessies en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun gebied van ruimtewetenschap, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,ingenieur micro-elektronica,released,micro-elektronica-ingenieur,"Ingenieurs op het gebied van micro-elektronica ontwerpen, ontwikkelen en houden toezicht op de productie van kleine elektronische apparaten en componenten zoals microprocessoren en geïntegreerde schakelingen.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronica-ingenieur
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,docent sociaal werk hoger onderwijs,released,docente sociaal werk hoger onderwijs | docente maatschappelijk werk hoger onderwijs | lector sociaal werk | lector maatschappelijk werk | docent maatschappelijk werk hoger onderwijs,"Docenten in de sociale dienst zijn professionals die twee functies vervullen: enerzijds de academische discipline die sociale diensten verleent, zoals counseling, therapie of belangenbehartiging, aan personen of groepen van mensen, en anderzijds zij maken deel uit van de academische wereld die professioneel onderwijs aanbiedt, zich ook bezig te houden met onderzoek en kennisontwikkeling, door bij te dragen aan oplossingen voor complexe sociale problemen en innovatieve benaderingen om deze problemen te verhelpen. Zij geven les over sociale arbeidskennis, vaardigheden en waarden voor het voorbereiden van studenten op cultureel competente sociale werkpraktijk met verschillende populaties en gemeenschappen.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,hardware engineer computertechniek,released,IT-ingenieur | hardwareontwerper | hardwareontwikkelaar computertechniek | computeringenieur | hardware engineer,"Hardware engineers in de computertechniek ontwerpen en ontwikkelen systemen en componenten voor computerhardware, zoals schakelborden, modems en printers. Ze schetsen blauwdrukken en montagetekeningen, om de prototypen te ontwikkelen en te testen, en om toezicht te houden op het productieproces.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,elektronica-ingenieur
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,docent antropologie hoger onderwijs,released,lector antropologie | docente antropologie hoger onderwijs,"Voor antropologie gelden docenten, leraren en docenten die studenten die een diploma hoger middelbaar onderwijs hebben behaald, instrueren in hun eigen specialisatie, antropologie, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en examens, en leiden tot toetsings- en feedbacksessies voor de studenten. Zij verrichten ook academisch onderzoek op het gebied van antropologie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,onderzoeker thanatologie,released,thanatologe | thanatoloog | onderzoekster thanatologie,"Onderzoeker thanatologie bestuderen de dood en het sterven in verschillende wetenschappelijke domeinen zoals de psychologie, sociologie, fysiologie en antropologie. Zij dragen bij aan de groei van de kennis over aspecten van de dood, zoals de psychologische fenomenen die stervenden en de mensen om hen heen ervaren.",http://data.europa.eu/esco/isco/C2632,"Sociologen, antropologen e.d."
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,docent voedingskunde,released,docente voedingskunde hoger onderwijs | docent voedingswetenschap hoger onderwijs | lector voeding | docente voeding hoger onderwijs | lector voedingskunde | lector voedingswetenschap | docent voeding hoger onderwijs | docente voedingswetenschap hoger onderwijs,"Docenten, docenten of docenten die een diploma hoger secundair onderwijs hebben behaald op hun eigen gespecialiseerde studiegebied, over de voedselwetenschap, die overwegend academisch van aard is, zijn docenten en docenten. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van colleges en examens, sorteren en examens, en leiden tot toetsings- en feedbacksessies voor de studenten. Zij voeren ook wetenschappelijk onderzoek uit op hun gebied van de voedselwetenschap, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,econoom,released,econome | economist,"Economen doen onderzoek naar en ontwikkelen theorieën op het gebied van economie voor zowel micro-economische als macro-economische analyses. Zij bestuderen trends, analyseren statistische gegevens en werken tot op zekere hoogte met economische wiskundige modellen om bedrijven, overheden en aanverwante instellingen te adviseren. Zij adviseren over de haalbaarheid van producten, trendprognoses, opkomende markten, fiscaal beleid en consumententrends.",http://data.europa.eu/esco/isco/C2631,Economen
